date,currency,impact,description,actual,forecast,previous,revisedFrom,eventId,
2011-02-15 20:30:00,AUD,M,MI Leading Index m/m,0.80%,,0.00%,,34555,
2011-02-15 20:50:00,JPY,M,Tertiary Industry Activity m/m,-0.80%,-0.50%,0.50%,0.60%,35859,
2011-02-15 21:01:00,GBP,M,Nationwide Consumer Confidence,47,49,54,53,34856,
2011-02-15 21:30:00,AUD,M,New Motor Vehicle Sales m/m,-1.90%,,1.00%,0.80%,34494,
2011-02-16 02:00:00,JPY,M,BOJ Monthly Report,,,,,36518,
2011-02-16 06:30:00,GBP,H,Claimant Count Change,2.4K,-3.2K,-3.4K,-4.1K,34383,
2011-02-16 06:30:00,GBP,L,Unemployment Rate,7.90%,7.90%,7.90%,,34382,
2011-02-16 06:30:00,GBP,M,Average Earnings Index 3m/y,1.80%,2.00%,2.10%,,34384,
2011-02-16 07:04:00,EUR,M,German 10-y Bond Auction,3.28|1.9,,2.87|1.6,,42357,
2011-02-16 07:30:00,GBP,H,BOE Gov King Speaks,,,,,35818,
2011-02-16 07:30:00,GBP,H,BOE Monetary Policy Report,,,,,32731,
2011-02-16 10:30:00,CAD,M,Foreign Securities Purchases,9.63B,7.12B,8.06B,8.01B,35032,
2011-02-16 10:30:00,CAD,M,Leading Index m/m,0.30%,0.30%,0.40%,0.50%,33840,
2011-02-16 10:30:00,CAD,M,Manufacturing Sales m/m,0.40%,2.30%,-0.60%,-0.80%,34240,
2011-02-16 10:30:00,USD,H,Building Permits,0.56M,0.57M,0.63M,0.64M,34023,
2011-02-16 10:30:00,USD,H,PPI m/m,0.80%,0.90%,1.10%,,36387,
2011-02-16 10:30:00,USD,M,Core PPI m/m,0.50%,0.20%,0.20%,,36388,
2011-02-16 10:30:00,USD,M,Housing Starts,0.60M,0.55M,0.52M,0.53M,34022,
2011-02-16 11:15:00,USD,M,Capacity Utilization Rate,76.10%,76.40%,76.20%,76.00%,34790,
2011-02-16 11:15:00,USD,M,Industrial Production m/m,-0.10%,0.50%,1.20%,0.80%,34789,
2011-02-16 12:00:00,USD,L,Treasury Sec Geithner Speaks,,,,,37544,
2011-02-16 12:30:00,USD,M,Crude Oil Inventories,0.9M,1.8M,1.9M,,36945,
2011-02-16 16:00:00,USD,H,FOMC Meeting Minutes,,,,,37167,
2011-02-16 16:00:00,USD,L,Treasury Sec Geithner Speaks,,,,,37545,
2011-02-16 18:28:00,NZD,L,BusinessNZ Manufacturing Index,53.7,,53.2,53.1,36886,
2011-02-16 18:45:00,NZD,H,PPI Input q/q,0.90%,0.90%,0.70%,,34170,
2011-02-16 18:45:00,NZD,L,PPI Output q/q,0.20%,0.90%,1.20%,,34171,
2011-02-16 19:10:00,AUD,M,RBA Deputy Gov Lowe Speaks,,,,,37539,
2011-02-16 23:00:00,CNY,L,Foreign Direct Investment ytd/y,23.40%,,17.40%,,36083,
2011-02-17 06:00:00,EUR,M,Current Account,-13.3B,-5.1B,-10.5B,-11.2B,36555,
2011-02-17 06:35:00,GBP,M,MPC Member Sentance Speaks,,,,,37535,
2011-02-17 06:37:00,GBP,M,10-y Bond Auction,3.89|2.1,,3.69|2.0,,42460,
2011-02-17 06:50:00,EUR,M,Spanish 10-y Bond Auction,5.20|1.5,,5.45|1.7,,42489,
2011-02-17 07:00:00,CHF,M,Credit Suisse Economic Expectations,-17.2,,-18.4,,36171,
2011-02-17 08:00:00,GBP,M,CBI Industrial Order Expectations,-8,-11,-16,,35944,
2011-02-17 10:30:00,CAD,M,Wholesale Sales m/m,0.80%,1.30%,1.00%,1.20%,34356,
2011-02-17 10:30:00,USD,H,Core CPI m/m,0.20%,0.10%,0.10%,,36386,
2011-02-17 10:30:00,USD,H,Unemployment Claims,410K,401K,385K,383K,35343,
2011-02-17 10:30:00,USD,M,CPI m/m,0.40%,0.30%,0.50%,,36385,
2011-02-17 12:00:00,EUR,L,Consumer Confidence,-10,-11,-11,,36705,
2011-02-17 12:00:00,USD,H,Fed Chairman Bernanke Testifies,,,,,37540,
2011-02-17 12:00:00,USD,H,Philly Fed Manufacturing Index,35.9,20.8,19.3,,37175,
2011-02-17 12:00:00,USD,L,CB Leading Index m/m,0.10%,0.30%,0.80%,1.00%,35526,
2011-02-17 12:00:00,USD,M,FOMC Member Raskin Speaks,,,,,37547,
2011-02-17 12:00:00,USD,M,Mortgage Delinquencies,8.22%,,9.13%,,36078,
2011-02-17 12:30:00,CAD,L,BOC Review,,,,,35995,
2011-02-17 12:30:00,USD,L,Natural Gas Storage,-233B,-233B,-209B,,35340,
2011-02-17 14:20:00,USD,M,FOMC Member Evans Speaks,,,,,37325,
2011-02-17 15:10:00,USD,M,FOMC Member Fisher Speaks,,,,,37546,
2011-02-17 20:50:00,JPY,M,Monetary Policy Meeting Minutes,,,,,36530,
2011-02-17 23:00:00,CNY,L,CB Leading Index m/m,-0.50%,,0.50%,,37092,
2011-02-18 01:01:00,All,M,G20 Meetings [Day 1],,,,,37533,
2011-02-18 04:00:00,EUR,M,German PPI m/m,1.20%,0.60%,0.70%,,33520,
2011-02-18 06:30:00,GBP,H,Retail Sales m/m,1.90%,0.60%,-1.40%,-0.80%,33074,
2011-02-18 06:34:00,GBP,M,Prelim Mortgage Approvals,41K,46K,41K,40K,35128,
2011-02-18 09:00:00,CAD,H,Core CPI m/m,0.00%,0.20%,-0.30%,,34049,
2011-02-18 09:00:00,CAD,M,CPI m/m,0.30%,0.30%,0.00%,,34048,
2011-02-18 10:00:00,USD,H,Fed Chairman Bernanke Speaks,,,,,37538,
2011-02-18 10:20:00,GBP,H,BOE Gov King Speaks,,,,,37537,
2011-02-18 11:45:00,USD,M,Treasury Sec Geithner Speaks,,,,,37549,
2011-02-18 15:30:00,GBP,M,MPC Member Tucker Speaks,,,,,37536,
2011-02-19 01:01:00,All,M,G20 Meetings [Day 2],,,,,37534,
2011-02-19 12:30:00,USD,M,Treasury Sec Geithner Speaks,,,,,37548,
2011-02-20 20:54:00,GBP,M,Rightmove HPI m/m,3.10%,,0.30%,,36691,
2011-02-20 23:00:00,CNY,M,Caixin Flash Manufacturing PMI,51.5,,54.5,,37552,
2011-02-20 23:00:00,NZD,L,Credit Card Spending y/y,5.60%,,2.10%,2.00%,36159,
2011-02-21 01:01:00,USD,N,Bank Holiday [All Day],,,,,35672,
2011-02-21 01:30:00,JPY,L,All Industries Activity m/m,-0.20%,0.10%,-0.20%,-0.10%,35871,
2011-02-21 05:00:00,EUR,M,French Flash Manufacturing PMI,55.3,55,54.9,54.3,33338,
2011-02-21 05:00:00,EUR,M,French Flash Services PMI,60.8,58,57.8,57.1,33339,
2011-02-21 05:30:00,EUR,M,German Flash Manufacturing PMI,62.6,60.3,60.5,60.2,33340,
2011-02-21 05:30:00,EUR,M,German Flash Services PMI,59.5,60.3,60.3,60,33341,
2011-02-21 06:00:00,EUR,H,German ifo Business Climate,111.2,110.3,110.3,,35710,
2011-02-21 06:00:00,EUR,M,Flash Manufacturing PMI,59,57.3,57.3,56.9,33342,
2011-02-21 06:00:00,EUR,M,Flash Services PMI,57.2,56,55.9,55.2,33343,
2011-02-21 08:00:00,EUR,L,German Buba Monthly Report,,,,,50173,
2011-02-21 21:30:00,AUD,M,NAB Quarterly Business Confidence,5,,9,,37524,
2011-02-21 23:00:00,NZD,H,Inflation Expectations q/q,2.64%,,2.60%,,34334,
2011-02-22 04:00:00,CHF,M,Trade Balance,1.96B,1.65B,1.26B,1.28B,37543,
2011-02-22 04:00:00,CHF,M,UBS Consumption Indicator,1.68,,1.83,1.84,35749,
2011-02-22 04:00:00,EUR,M,German GfK Consumer Climate,6,5.8,5.8,5.7,36704,
2011-02-22 06:30:00,GBP,H,Public Sector Net Borrowing,-5.3B,-0.2B,14.5B,15.3B,35101,
2011-02-22 10:30:00,CAD,H,Core Retail Sales m/m,0.60%,0.70%,0.90%,1.00%,33870,
2011-02-22 10:30:00,CAD,M,Retail Sales m/m,-0.20%,0.00%,1.50%,1.30%,33852,
2011-02-22 11:00:00,EUR,M,Belgian NBB Business Climate,5.8,4.6,4.5,,35709,
2011-02-22 11:00:00,USD,M,S+P/CS Composite-20 HPI y/y,-2.40%,-2.20%,-1.60%,,36543,
2011-02-22 11:59:00,USD,L,Richmond Manufacturing Index,25,18,18,,33418,
2011-02-22 12:00:00,USD,H,CB Consumer Confidence,70.4,65.1,64.8,60.6,35478,
2011-02-22 14:00:00,GBP,M,MPC Member Posen Speaks,,,,,37551,
2011-02-22 15:00:00,USD,M,FOMC Member Kocherlakota Speaks,,,,,37326,
2011-02-22 19:00:00,AUD,H,RBA Gov Stevens Speaks,,,,,37550,
2011-02-22 20:50:00,JPY,L,SPPI y/y,-1.10%,-1.30%,-1.30%,,35807,
2011-02-22 20:50:00,JPY,M,Trade Balance,0.19T,0.70T,0.58T,0.71T,37244,
2011-02-22 21:30:00,AUD,M,Construction Work Done q/q,0.80%,1.50%,-1.50%,-2.10%,32899,
2011-02-22 21:30:00,AUD,M,Wage Price Index q/q,1.00%,0.90%,1.10%,,32895,
2011-02-23 03:30:00,EUR,L,French Final CPI m/m,-0.20%,-0.10%,0.50%,,35924,
2011-02-23 05:15:00,CHF,M,PPI m/m,0.10%,0.10%,0.30%,,36633,
2011-02-23 06:30:00,GBP,H,MPC Asset Purchase Facility Votes,1-0-8,1-0-8,1-0-8,,49149,
2011-02-23 06:30:00,GBP,H,MPC Official Bank Rate Votes,3-0-6,3-0-6,2-0-7,,32730,
2011-02-23 06:30:00,GBP,M,High Street Lending,28.9K,29.0K,28.9K,28.7K,37053,
2011-02-23 07:00:00,EUR,M,Industrial New Orders m/m,2.10%,-0.80%,2.20%,2.10%,35185,
2011-02-23 10:30:00,CAD,L,Corporate Profits q/q,7.90%,,-0.30%,,36106,
2011-02-23 12:00:00,USD,H,Existing Home Sales,5.36M,5.27M,5.22M,5.28M,34832,
2011-02-23 14:00:00,EUR,M,ECB President Trichet Speaks,,,,,37565,
2011-02-23 14:15:00,EUR,M,German Buba President Weber Speaks,,,,,37564,
2011-02-23 15:30:00,GBP,M,MPC Member Miles Speaks,,,,,37563,
2011-02-23 15:30:00,USD,M,FOMC Member Plosser Speaks,,,,,37327,
2011-02-23 20:00:00,AUD,M,CB Leading Index m/m,0.70%,,0.20%,0.30%,37199,
2011-02-23 21:30:00,AUD,H,Private Capital Expenditure q/q,1.30%,2.50%,6.90%,6.20%,34415,
2011-02-24 04:00:00,EUR,L,German Final GDP q/q,0.40%,0.40%,0.40%,,33512,
2011-02-24 05:15:00,CHF,M,Employment Level,4.09M,4.10M,4.08M,,35320,
2011-02-24 06:00:00,EUR,L,Italian Retail Sales m/m,0.20%,0.20%,-0.30%,,36729,
2011-02-24 08:00:00,GBP,M,CBI Realized Sales,6,30,37,,35956,
2011-02-24 10:30:00,USD,H,Core Durable Goods Orders m/m,-3.60%,0.40%,3.00%,0.50%,33999,
2011-02-24 10:30:00,USD,H,Unemployment Claims,391K,403K,413K,410K,35344,
2011-02-24 10:30:00,USD,M,Durable Goods Orders m/m,2.70%,2.50%,-0.40%,-2.50%,34047,
2011-02-24 12:00:00,USD,H,New Home Sales,284K,330K,325K,329K,33961,
2011-02-24 12:06:00,USD,L,HPI m/m,-0.30%,-0.20%,-0.30%,0.00%,36089,
2011-02-24 12:30:00,GBP,M,MPC Member Weale Speaks,,,,,37566,
2011-02-24 12:30:00,USD,L,Natural Gas Storage,-81B,-73B,-233B,,35342,
2011-02-24 13:00:00,USD,M,Crude Oil Inventories,0.8M,1.1M,0.9M,,36946,
2011-02-24 15:30:00,GBP,M,MPC Member Sentance Speaks,,,,,37567,
2011-02-24 20:30:00,JPY,L,National Core CPI y/y,-0.20%,-0.30%,-0.40%,,35575,
2011-02-24 20:30:00,JPY,M,Tokyo Core CPI y/y,-0.40%,-0.30%,-0.20%,,35576,
2011-02-24 21:01:00,GBP,M,GfK Consumer Confidence,-28,-27,-29,,35356,
2011-02-25 01:00:00,GBP,M,MPC Member Posen Speaks,,,,,37568,
2011-02-25 01:01:00,EUR,M,German Prelim CPI m/m [All Day],0.50%,0.50%,-0.40%,-0.50%,33476,
2011-02-25 04:45:00,EUR,M,French Consumer Spending m/m,-0.50%,-0.70%,0.40%,0.60%,36482,
2011-02-25 06:00:00,EUR,L,Private Loans y/y,2.40%,2.10%,1.90%,,35503,
2011-02-25 06:00:00,EUR,L,Retail PMI,49.9,,55.8,,43625,
2011-02-25 06:00:00,EUR,M,M3 Money Supply y/y,1.50%,2.10%,1.70%,,35504,
2011-02-25 06:30:00,GBP,H,Second Estimate GDP q/q,-0.60%,-0.50%,-0.50%,,34550,
2011-02-25 06:30:00,GBP,L,Index of Services 3m/3m,-0.70%,-0.40%,0.30%,0.50%,34558,
2011-02-25 06:30:00,GBP,M,Prelim Business Investment q/q,-2.50%,-0.30%,4.00%,-0.20%,33146,
2011-02-25 07:19:00,EUR,M,Italian 10-y Bond Auction,4.84|1.3,,4.73|1.5,,42425,
2011-02-25 07:30:00,CHF,H,KOF Economic Barometer,2.18,2.08,2.16,2.1,36635,
2011-02-25 10:30:00,USD,H,Prelim GDP q/q,2.80%,3.30%,3.20%,,34731,
2011-02-25 10:30:00,USD,L,Prelim GDP Price Index q/q,0.40%,0.30%,0.30%,,34732,
2011-02-25 11:55:00,USD,L,Revised UoM Inflation Expectations,3.40%,,3.40%,,33538,
2011-02-25 11:55:00,USD,M,Revised UoM Consumer Sentiment,77.5,75.5,75.1,,33537,
2011-02-25 15:30:00,USD,M,FOMC Member Yellen Speaks,,,,,37328,
2011-02-27 18:45:00,NZD,M,Trade Balance,11M,-25M,-264M,-250M,34173,
2011-02-27 20:15:00,JPY,L,Final Manufacturing PMI,52.9,,51.4,,36183,
2011-02-27 20:30:00,AUD,L,MI Inflation Gauge m/m,0.20%,,0.40%,,34507,
2011-02-27 20:50:00,JPY,M,Prelim Industrial Production m/m,2.40%,4.10%,3.30%,3.10%,35837,
2011-02-27 20:50:00,JPY,M,Retail Sales y/y,0.10%,-1.50%,-2.10%,-2.00%,36812,
2011-02-27 21:30:00,AUD,L,Company Operating Profits q/q,-2.80%,0.80%,-2.80%,-1.50%,33320,
2011-02-27 21:30:00,AUD,M,Private Sector Credit m/m,0.30%,0.30%,0.20%,,36137,
2011-02-27 23:00:00,NZD,H,ANZ Business Confidence,34.5,,29.5,,36442,
2011-02-27 23:00:00,NZD,L,Overseas Trade Index q/q,0.60%,3.20%,3.00%,,34307,
2011-02-28 02:00:00,JPY,L,Housing Starts y/y,2.70%,5.60%,7.50%,,37213,
2011-02-28 04:00:00,EUR,L,German Import Prices m/m,1.50%,1.10%,2.30%,,36609,
2011-02-28 07:00:00,EUR,M,Final Core CPI y/y,1.10%,1.20%,1.00%,1.10%,35187,
2011-02-28 07:00:00,EUR,M,Final CPI y/y,2.30%,2.40%,2.40%,,35186,
2011-02-28 10:30:00,CAD,H,GDP m/m,0.50%,0.30%,0.40%,,33824,
2011-02-28 10:30:00,CAD,M,Current Account,-11.0B,-9.4B,-17.0B,-17.5B,33835,
2011-02-28 10:30:00,USD,L,FOMC Member Dudley Speaks,,,,,37572,
2011-02-28 10:30:00,USD,L,Personal Income m/m,1.00%,0.40%,0.40%,,34754,
2011-02-28 10:30:00,USD,M,Core PCE Price Index m/m,0.10%,0.10%,0.00%,,34756,
2011-02-28 10:30:00,USD,M,Personal Spending m/m,0.20%,0.50%,0.50%,0.70%,34755,
2011-02-28 11:45:00,USD,M,Chicago PMI,71.2,67.9,68.8,,35547,
2011-02-28 12:00:00,USD,H,Pending Home Sales m/m,-2.80%,-2.20%,-3.20%,2.00%,34844,
2011-02-28 19:25:00,AUD,L,AIG Manufacturing Index,51.1,,46.7,,33005,
2011-02-28 20:30:00,JPY,L,Unemployment Rate,4.90%,4.90%,4.90%,,35577,
2011-02-28 20:30:00,JPY,M,Household Spending y/y,-1.00%,-1.30%,-3.30%,,35574,
2011-02-28 21:30:00,AUD,H,Retail Sales m/m,0.40%,0.30%,0.20%,,34422,
2011-02-28 21:30:00,AUD,M,Current Account,-7.3B,-6.9B,-6.5B,-7.8B,33304,
2011-02-28 21:58:00,CNY,H,Manufacturing PMI,52.2,52.2,52.9,,35048,
2011-02-28 22:30:00,JPY,M,Average Cash Earnings y/y,0.20%,0.40%,0.10%,-0.40%,36778,
2011-02-28 23:00:00,NZD,L,ANZ Commodity Prices m/m,2.70%,,3.80%,,34322,
2011-02-28 23:30:00,CNY,M,Caixin Manufacturing PMI,51.7,,51.5,,35047,
2011-03-01 00:30:00,AUD,H,Cash Rate,4.75%,4.75%,4.75%,,32667,
2011-03-01 00:30:00,AUD,H,RBA Rate Statement,,,,,32668,
2011-03-01 00:45:00,JPY,L,10-y Bond Auction,1.31|2.9,,1.24|2.7,,49024,
2011-03-01 01:01:00,USD,L,Total Vehicle Sales [All Day],13.4M,12.7M,12.6M,,33407,
2011-03-01 02:30:00,AUD,M,Commodity Prices y/y,47.80%,,48.70%,,36112,
2011-03-01 03:45:00,CHF,M,GDP q/q,0.90%,0.50%,0.80%,0.70%,35308,
2011-03-01 04:00:00,GBP,H,Nationwide HPI m/m,0.30%,-0.20%,-0.10%,,36580,
2011-03-01 05:15:00,EUR,M,Spanish Manufacturing PMI,52.1,,52,,43839,
2011-03-01 05:30:00,CHF,M,Manufacturing PMI,63.5,60.8,60.5,,35069,
2011-03-01 05:45:00,EUR,M,Italian Manufacturing PMI,59,57.3,56.6,,43493,
2011-03-01 05:50:00,EUR,L,French Final Manufacturing PMI,55.7,55.3,55.3,,58934,
2011-03-01 05:55:00,EUR,L,German Final Manufacturing PMI,62.7,62.6,62.6,,58992,
2011-03-01 05:55:00,EUR,M,German Unemployment Change,-52K,-13K,-18K,-13K,36905,
2011-03-01 06:00:00,EUR,L,Final Manufacturing PMI,59,59,59,,33212,
2011-03-01 06:00:00,EUR,L,Italian Monthly Unemployment Rate,8.60%,8.60%,8.60%,,37149,
2011-03-01 06:30:00,GBP,H,Final Manufacturing PMI,61.5,61.5,61.5,62,33156,
2011-03-01 06:30:00,GBP,L,M4 Money Supply m/m,0.80%,0.40%,-1.30%,,37187,
2011-03-01 06:30:00,GBP,L,Mortgage Approvals,46K,43K,43K,,35650,
2011-03-01 06:30:00,GBP,M,Net Lending to Individuals m/m,1.5B,0.3B,0.5B,-0.1B,35651,
2011-03-01 07:00:00,EUR,L,Italian Prelim CPI m/m,0.30%,0.20%,0.40%,,36730,
2011-03-01 07:00:00,EUR,M,CPI Flash Estimate y/y,2.40%,2.40%,2.30%,2.40%,35197,
2011-03-01 07:00:00,EUR,M,Unemployment Rate,9.90%,10.00%,10.00%,,35188,
2011-03-01 07:00:00,GBP,H,Monetary Policy Report Hearings,,,,,35939,
2011-03-01 10:30:00,NZD,L,GDT Price Index,6.20%,,4.60%,,56245,
2011-03-01 11:00:00,CAD,H,BOC Rate Statement,,,,,32842,
2011-03-01 11:00:00,CAD,H,Overnight Rate,1.00%,1.00%,1.00%,,32841,
2011-03-01 12:00:00,USD,H,Fed Chairman Bernanke Testifies,,,,,37323,
2011-03-01 12:00:00,USD,H,ISM Manufacturing PMI,61.4,60.9,60.8,,32971,
2011-03-01 12:00:00,USD,L,Construction Spending m/m,-0.70%,-0.40%,-1.60%,-2.50%,34107,
2011-03-01 12:00:00,USD,L,Fed Monetary Policy Report,,,,,64143,
2011-03-01 12:00:00,USD,L,ISM Manufacturing Prices,82,82.7,81.5,,32973,
2011-03-01 20:50:00,JPY,L,Monetary Base y/y,5.60%,6.40%,5.50%,,36763,
2011-03-01 21:00:00,AUD,M,HIA New Home Sales m/m,2.50%,,-0.60%,,36929,
2011-03-01 21:30:00,AUD,H,GDP q/q,0.70%,0.60%,0.10%,0.20%,32855,
2011-03-02 05:00:00,EUR,M,Spanish Unemployment Change,68.3K,,130.9K,,44018,
2011-03-02 06:30:00,GBP,H,Construction PMI,56.5,53,53.7,,33168,
2011-03-02 07:00:00,EUR,L,PPI m/m,1.50%,1.10%,0.80%,,35189,
2011-03-02 09:30:00,USD,L,Challenger Job Cuts y/y,20.00%,,-46.00%,,35463,
2011-03-02 10:15:00,USD,H,ADP Non-Farm Employment Change,217K,178K,189K,187K,33200,
2011-03-02 10:30:00,CAD,L,IPPI m/m,0.20%,0.50%,0.80%,0.70%,34084,
2011-03-02 10:30:00,CAD,M,RMPI m/m,0.30%,3.10%,4.20%,,34085,
2011-03-02 12:00:00,USD,H,Fed Chairman Bernanke Testifies,,,,,37570,
2011-03-02 12:30:00,USD,M,Crude Oil Inventories,-0.4M,1.1M,0.8M,,36947,
2011-03-02 16:00:00,USD,M,Beige Book,,,,,33580,
2011-03-02 19:29:00,AUD,M,AIG Services Index,48.7,,45.5,,33006,
2011-03-02 20:50:00,JPY,M,Capital Spending q/y,3.80%,5.90%,5.00%,,36513,
2011-03-02 21:30:00,AUD,H,Building Approvals m/m,-15.90%,-3.10%,10.00%,8.70%,34483,
2011-03-02 21:30:00,AUD,H,Trade Balance,1.88B,1.53B,2.02B,1.98B,34434,
2011-03-02 22:00:00,CNY,L,Non-Manufacturing PMI,44.1,,56.4,,42242,
2011-03-02 22:00:00,USD,H,Fed Chairman Bernanke Speaks,,,,,37571,
2011-03-03 04:00:00,EUR,M,German Retail Sales m/m,1.40%,0.50%,0.30%,-0.30%,33624,
2011-03-03 05:15:00,CHF,H,Retail Sales y/y,-2.60%,1.70%,-0.80%,-0.40%,36637,
2011-03-03 05:15:00,EUR,L,Spanish Services PMI,50.8,,49.3,,43935,
2011-03-03 05:45:00,EUR,L,Italian Services PMI,53.1,51.2,49.9,,43553,
2011-03-03 05:50:00,EUR,L,French Final Services PMI,59.7,60.8,60.8,,59154,
2011-03-03 05:55:00,EUR,L,German Final Services PMI,58.6,59.5,59.5,,59166,
2011-03-03 06:00:00,EUR,L,Final Services PMI,56.8,57.2,57.2,,35624,
2011-03-03 06:30:00,GBP,H,Final Services PMI,52.6,53.8,54.5,,33180,
2011-03-03 07:00:00,EUR,L,Revised GDP q/q,0.30%,0.30%,0.30%,,35118,
2011-03-03 07:00:00,EUR,M,Retail Sales m/m,0.40%,0.40%,-0.40%,-0.60%,35190,
2011-03-03 07:06:00,EUR,M,French 10-y Bond Auction,3.61|2.3,,3.61|2.8,,42391,
2011-03-03 09:45:00,EUR,H,Main Refinancing Rate,1.00%,1.00%,1.00%,,32779,
2011-03-03 10:00:00,GBP,H,MPC Member Bean Speaks,,,,,37575,
2011-03-03 10:30:00,EUR,H,ECB Press Conference,,,,,32780,
2011-03-03 10:30:00,USD,H,Unemployment Claims,368K,394K,388K,391K,35346,
2011-03-03 10:30:00,USD,L,Revised Unit Labor Costs q/q,-0.60%,-0.60%,-0.60%,,34820,
2011-03-03 10:30:00,USD,M,Revised Nonfarm Productivity q/q,2.60%,2.60%,2.60%,,34819,
2011-03-03 11:00:00,USD,M,FOMC Member Kocherlakota Speaks,,,,,37329,
2011-03-03 12:00:00,USD,H,ISM Non-Manufacturing PMI,59.7,59.6,59.4,,32970,
2011-03-03 12:30:00,USD,L,Natural Gas Storage,-85B,-89B,-81B,,35345,
2011-03-04 01:01:00,EUR,M,EU Economic Summit [All Day],,,,,37656,
2011-03-04 05:00:00,CHF,H,Foreign Currency Reserves,206B,,208B,,41353,
2011-03-04 05:00:00,GBP,H,Halifax HPI m/m,-0.90%,-0.60%,0.80%,,36583,
2011-03-04 10:30:00,USD,H,Non-Farm Employment Change,192K,191K,63K,36K,32866,
2011-03-04 10:30:00,USD,H,Unemployment Rate,8.90%,9.10%,9.00%,,32865,
2011-03-04 10:30:00,USD,M,Average Hourly Earnings m/m,0.00%,0.20%,0.40%,,32867,
2011-03-04 12:00:00,CAD,H,Ivey PMI,70.8,50.6,41.4,,33589,
2011-03-04 12:00:00,USD,M,Factory Orders m/m,3.10%,2.10%,1.40%,0.20%,34000,
2011-03-04 12:00:00,USD,M,FOMC Member Yellen Speaks,,,,,37573,
2011-03-04 12:25:00,EUR,M,ECB President Trichet Speaks,,,,,37574,
2011-03-06 18:45:00,NZD,H,Building Consents m/m,9.60%,,-18.20%,-18.60%,34175,
2011-03-06 19:30:00,AUD,L,AIG Construction Index,44.6,,40.2,,33007,
2011-03-06 21:30:00,AUD,H,ANZ Job Advertisements m/m,1.20%,,3.00%,2.40%,37131,
2011-03-07 02:00:00,JPY,L,Leading Indicators,101.90%,102.40%,101.00%,101.40%,36917,
2011-03-07 06:30:00,EUR,L,Sentix Investor Confidence,17.1,16.8,16.7,,33609,
2011-03-07 09:00:00,EUR,M,ECB President Trichet Speaks,,,,,37657,
2011-03-07 10:30:00,CAD,H,Building Permits m/m,-5.10%,1.30%,2.60%,2.40%,33877,
2011-03-07 11:15:00,USD,M,FOMC Member Fisher Speaks,,,,,37665,
2011-03-07 12:00:00,USD,M,FOMC Member Evans Speaks,,,,,37666,
2011-03-07 17:00:00,USD,L,Consumer Credit m/m,5.0B,3.7B,4.1B,6.1B,35491,
2011-03-07 20:50:00,JPY,L,Bank Lending y/y,-1.80%,,-1.80%,,35777,
2011-03-07 20:50:00,JPY,L,Current Account,1.09T,1.19T,1.52T,1.56T,35776,
2011-03-07 20:50:00,JPY,L,M2 Money Stock y/y,2.40%,2.30%,2.30%,,35778,
2011-03-07 21:01:00,GBP,M,BRC Retail Sales Monitor y/y,-0.40%,,2.30%,,35971,
2011-03-07 21:01:00,GBP,M,RICS House Price Balance,-26%,-25%,-31%,,35972,
2011-03-07 21:30:00,AUD,M,NAB Business Confidence,14,,4,,34519,
2011-03-08 00:45:00,JPY,L,30-y Bond Auction,2.18|3.6,,2.16|5.8,,49082,
2011-03-08 02:00:00,JPY,L,Economy Watchers Sentiment,48.4,45.7,44.3,,36779,
2011-03-08 03:45:00,CHF,L,Unemployment Rate,3.40%,3.40%,3.50%,,36202,
2011-03-08 04:45:00,EUR,L,French Trade Balance,-5.9B,-4.9B,-5.1B,,35903,
2011-03-08 07:00:00,EUR,M,German Buba President Weber Speaks,,,,,37658,
2011-03-08 08:00:00,EUR,M,German Factory Orders m/m,2.90%,2.60%,-3.60%,-3.40%,33501,
2011-03-08 09:30:00,USD,L,NFIB Small Business Index,94.5,95,94.1,,48388,
2011-03-08 10:15:00,CAD,H,Housing Starts,182K,174K,171K,170K,36455,
2011-03-08 12:00:00,USD,L,IBD/TIPP Economic Optimism,43,51.8,50.9,,36138,
2011-03-08 13:00:00,JPY,M,BOJ Gov Shirakawa Speaks,,,,,37659,
2011-03-08 17:40:00,GBP,H,BOE Gov King Speaks,,,,,37667,
2011-03-08 18:49:00,NZD,L,Visitor Arrivals m/m,2.00%,,1.40%,,34180,
2011-03-08 20:00:00,AUD,M,RBA Deputy Gov Lowe Speaks,,,,,37661,
2011-03-08 20:30:00,AUD,M,Westpac Consumer Sentiment,-2.40%,,1.90%,,36124,
2011-03-08 20:50:00,JPY,M,Core Machinery Orders m/m,4.20%,2.70%,1.70%,,35889,
2011-03-08 21:00:00,GBP,L,BRC Shop Price Index y/y,2.70%,,2.50%,,36875,
2011-03-08 21:30:00,AUD,H,Home Loans m/m,-4.50%,-0.70%,3.50%,2.10%,34471,
2011-03-09 04:45:00,EUR,L,French Gov Budget Balance,-13.4B,,-148.8B,,35904,
2011-03-09 05:15:00,CHF,H,CPI m/m,0.40%,0.30%,-0.40%,,36431,
2011-03-09 06:30:00,GBP,M,Goods Trade Balance,-7.1B,-8.5B,-9.7B,-9.2B,34536,
2011-03-09 08:00:00,EUR,M,German Industrial Production m/m,1.80%,1.80%,-0.60%,-1.50%,33465,
2011-03-09 10:30:00,CAD,M,NHPI m/m,0.20%,0.20%,0.10%,,34345,
2011-03-09 10:45:00,AUD,H,RBA Gov Stevens Speaks,,,,,37682,
2011-03-09 12:00:00,USD,L,Final Wholesale Inventories m/m,1.10%,0.90%,1.30%,1.00%,33976,
